"group_id","lang_code","alt_name"
"6f507e74-c4b8-4725-9106-0b20f3e2169c","en","Korean Manga Translations"
"0c399294-424b-4526-94ef-02423e1f4462","en","Valhalla Scans"
"5191209e-810d-4570-9989-2c0d3f34fac3","en","VS scans"
"4aaf2761-b705-47cf-aee1-127437d921cc","en","Yorozuya Scanlation Group"
"4aaf2761-b705-47cf-aee1-127437d921cc","en","Yorozuya Scanlation Project"
"2287ca87-f36c-4b1a-8254-92d873616195","en","CMS"
"16e44b65-cc97-4b61-952f-8758e643578d","en","Soul Translations"
"21e4f575-778a-41c0-839c-9ba5de1a74ba","en","Scanhaya"
"a5956ccc-642d-4dd0-985a-fe7990cfbc86","en","Shoko's manga"
"839d7981-76d6-42ad-b7ea-2abb4e81a6f2","en","Spicy Sugars Scans"
"3206153a-7372-474a-9200-67277bb739f4","en","Lovesick Alley Scans"
"ba56715b-aafc-462b-a355-a0ee0d0c4d41","en","HUST Phoenix Team"
"4197198b-c99b-41ae-ad21-8e6ecc10aa49","en","No Group Name"
"9dcda8d1-88ee-4338-8a80-5bd4a9b880d1","en","Just Like That"
"ea2c582b-9bc9-4ec5-8d1f-0623837ea63b","en","SwordDemon Scans"
"cac721a6-7af3-481c-8b63-e5825854b25c","en","Phoebe Scanlations"
"ab1e9742-5432-4a0d-9fae-cbf84afb442a","en","Rising Sun Scan"
"dac34699-d49a-44c8-b35e-4fbf39837fa5","en","Tsubaki J Scanlations"
"e5024d51-2d85-4853-9f78-6894b5bc7e63","en","A6M Zero"
"a196853b-ab6a-4ba2-b2df-7b2db4003884","en","kiryome"
"8f1e35c4-bd1e-4cb9-bb15-5ecb45a74d7c","en","turn a roundabout"
"2a48c307-f6b6-4202-8446-e1250f7a111a","en","BC Scans"
"0b80a355-396a-4cf6-9c1c-1ceeaad39964","en","Syndicate Manga Team"
"e6c2b335-ce52-421a-b876-b44e2ba83fcd","en","KojoUn-Scans"
"69cd8a3b-ab55-4780-ae27-d098f9b998de","en","Rangers"
"a4653168-f3c0-45e8-8be2-4f7d6c0e447f","en","Grand Line Pirates"
"a4653168-f3c0-45e8-8be2-4f7d6c0e447f","en","bakumanga"
"512c4dff-f31c-4d9c-9072-03fcdcb4561d","en","Di Kala Kita Membaca Doujin Translations"
"8d54f9a2-5b93-4284-9ad6-1973a6c4c9d5","en","/r/FairyTail"
"e1d7ebeb-8cc5-4997-a97a-bf9df0d2f01d","en","Yorozuya Fansub"
"04f94a7a-3721-4f5d-8bab-fde5bb93a118","en","DarkLight Scans"
"7bba5091-d2a7-4eaf-85e2-c3ebfc1c7e42","en","NTS Scans"
"62c5e717-5450-4019-b97a-8d7163603ff0","en","DJ Scan"
"894db59b-ccd8-4112-8121-dd34866b166a","en","The Zartlichkeit du Yuri"
"894db59b-ccd8-4112-8121-dd34866b166a","en","TZdY"
"b93dcabe-53a0-4fe4-a652-6304074fd40b","en","Tiantianplanet Scanlations"
"41d3fb2c-fea6-419e-8263-57ceebc102cd","en",""
"121682fe-c72b-4db5-983b-65967c9f4f85","en","Kizuna Scanlation"
"aa2ccfd3-34bb-402a-a945-33697cd54f41","en","Silver Leaf Scans"
"c8b7e3e8-1672-4194-9c2a-a4dc7e2df82e","en","Manga Kita"
"457da3dc-2a3e-4d4e-a286-4e1070d41ef9","en","FAMES (Ex-Licenses)"
"3711abd3-c1dd-4731-bf3a-540f3ddce3a5","en","Multi Energy"
"a9eadb40-5080-4de3-a64b-62331fd06a53","en","GWR"
"054769f2-f692-48ba-862f-70db7266deb8","en","Stan Miller"
"8ca19ad0-f0ce-46bd-a3a9-46932cfa3d83","en","Naabii"
"d9f6e119-564a-4cd5-91e3-03abb42443e9","en","Chinkoku Revelation"
"26b10169-c7ba-4502-b587-c8f48197b842","en","OV Scans"
"411d6394-a30d-43ea-9148-2ef29f0a7e04","en","ikemen4life"
"4898d5a7-7a81-454f-b255-adaa5302ff08","en","Otaku Baka Fest Scan"
"005e5a0b-2ebe-4d23-8f67-7efe7a5534d6","en","Yorokobe"
"85dc77ba-4179-4a4c-aff3-6e690f54e7fb","en","Itadakimasu Scans"
"59e93063-d973-492f-8db6-81e7a155a401","en","LlPnF"
"e7edbda3-62bb-490a-8c82-7cc904108186","en","peachysugary"
"8984fe7b-ba9d-4184-8b5b-ade29a8438af","en","Kiku Fansub"
"27e6817d-9613-4475-a995-203c217c8fdf","en","Einherjar Scans"
"a53d4f37-6927-4ec6-a47e-dd4882a59174","en","Project Dynamic Hylian Scans"
"d06928bc-07c1-41c0-8457-aad859b3bae1","en","Oceans Translation"
"047cf1a0-1844-4895-93ce-d03e270feefb","en","Azon Powers Translation Scans"
"08bc7704-4ab8-4313-9d01-e6f7a225c56e","en","Abandoned Heroes"
"76e9c63e-b6f6-4ece-83f8-0ba898ccbfe1","en","Shinzoo Scan"
"8719940c-04d5-42b2-a8bc-2f018d725bf5","en","Knife  to my Throat"
"b613b43a-83e9-4cf8-b893-ef4ea5e64c79","en","Synthesiss"
"b57f9a4f-9463-4803-ab9a-f57eacadcc42","en","hdx514"
"b57f9a4f-9463-4803-ab9a-f57eacadcc42","en","vibhavm"
"74bbfa6b-2ca8-455f-9783-c31a65d0b06d","en","Komikotaku"
"9b5e35c3-f6ac-440c-8652-803bcb84dc4b","en","Utopia Scanlations"
"124de0d4-3f80-454f-89b3-e7534b81e3a9","en","Manga Earth"
"342e82b6-adb1-41dd-8edd-6d2e635a6002","en","TFT"
"20166ca5-efa0-4210-a18f-6043bd6f6991","en","Legacy Network"
"9f03478e-311a-4386-8c8c-206398ff6c98","en","StupidGroupName"
"89936522-72d4-48a4-be0e-954e5a7bd995","en","Manga Land Scans"
"21c17c8d-c376-4474-861e-3fe10a9de70c","en","BreakerRvP"
"75b1c135-ee47-4bd7-b45f-d18e0aeff025","en","Strohhut Scans"
"7115a268-5877-44c7-b5b9-99ecfe7751a7","en","DiMuRie and Co"
"8eb09c84-f056-45f2-9a3b-c42f864dda5e","en","Patience & Pride"
"e1fbe569-d9c5-4a34-a6ef-f470e1c48996","en","Kimichi Salad"
"b6d57ade-cab7-4be7-b2b8-be68484b3ad3","en","XuN Scans"
"b6d57ade-cab7-4be7-b2b8-be68484b3ad3","en","XuN Edits"
"680e9399-f517-4e39-9c2f-2d912a5da0d0","en","Quat Nerb"
"5bf7aa92-b303-47ab-bbe8-a78bdd35a106","en","Sunadokei Scans"
"86037181-4c39-4a61-bfb6-59f6799ed9eb","en","Otakudesho Scanlation"
"77c89fa6-f66b-401b-af3c-bd08952c1679","en","Berry Scans"
"6566112c-4605-471b-a2d6-3f2fd846b1fa","en","Xamayon"
"595bd65a-275f-49ad-8a62-074003982749","en","oppsd"
"58aceabc-8832-4659-8bc2-83ff689374f4","en","Ishigan"
"e76ecc3b-4c22-4566-b21a-8e46ab566214","en","VariaScans"
"36cf6b8d-13c5-4273-a031-854bda8e3126","en","Yukimitsu"
"c0ce390f-760f-43f9-ba41-d85a40d1dcd6","en","digest's Party"
"dcb8f56b-3e78-4b5b-98e5-c075b291bdc3","en","Adante-Peach"
"fa7f01a1-eb35-4734-8f0e-b025ad656599","en","rspreet"
"021677e3-e0b4-43c4-a396-4fcfd503b8b3","en","Pinoymanga Scans"
"29d194b3-7636-465e-88dd-902189512ac1","en","Kscanlations ESP"
"7107ddba-0086-4616-9ba4-eb61200d2abc","en","Hisaku Scans"
"4fab3c4f-45ac-45e2-885a-12e71ca519a9","en","onecute"
"4fab3c4f-45ac-45e2-885a-12e71ca519a9","en","one_cute"
"77721aac-2653-4c9a-b495-6aecbc82a4b1","en","Harukaze No Etranger"
"a4c6ed6c-700c-4f5b-9502-9f41a97b45f3","en","MaJo (Dark)"
"8ab9137b-81c7-4ef8-9d58-79d6185d9ada","en",""
"4c4b6b04-3a9e-45bb-8e00-0720e983a6f5","en","GOOSE FAM"
"01398dd4-4550-4325-ab71-b844c7176529","en","Manga Hunters"
"c8ea6f7a-adb2-464f-afdd-0f1feb92d8dd","en","Rawr"
"96279799-f924-4e23-9a20-bd22e6806dd8","en","Sugar Sweet Scans"
"65e4a598-a5c0-4ff3-a71a-e30d95b5b58c","en","Jelly & Tapioca scans"
"65e4a598-a5c0-4ff3-a71a-e30d95b5b58c","en","Milk Mocha Scans"
"42e992de-8c8e-474f-a38a-ef9b99bae6bd","en","LAB"
"aabeaad8-fbc8-4b91-84e0-5dc7bb687764","en","Shota's Sanctuary"
"452dc395-3e98-44c5-a27c-878f99a01e8f","en","Algum nome ultra hiper mega foda"
"6176fbdf-9a04-4e86-b372-6f6055f6ccad","en","Nakama Manga Scanlations"
"824b7e1b-1915-4784-aec3-62af709fbd3e","en","Kisu KissManga Scans"
"824b7e1b-1915-4784-aec3-62af709fbd3e","en","Nekyou Memoir Scanlation"
"b88d2bbd-f6f6-4d1c-bece-96cbe244dad9","en","junktheeater"
"82dfed4a-f5b0-4ffb-9693-76b9b82d0601","en","FBS"
"82dfed4a-f5b0-4ffb-9693-76b9b82d0601","en","Saku's Subpar Scans"
"f5c272af-c3bd-4d1c-af14-fddef2320968","en","</Shadow_Lighteen89/>"
"f5c272af-c3bd-4d1c-af14-fddef2320968","en","Virtual Shelter"
"253efba0-5020-4eba-9074-edcaae6db55b","en","QuickMachineScans"
"134873ad-5513-4fbe-83bb-402a1d18ed7e","en","MissMystery94"
"134873ad-5513-4fbe-83bb-402a1d18ed7e","en","Miss Mystery"
"5af4eef5-aa5f-4d7a-8fa1-99b6d73d39f9","en","Lovers Dream"
"c6a4c9cf-795a-4a4d-9a9f-af49e41a970a","en","TJO"
"6ea80d25-9ce2-4a72-8c2d-5cbd13e0ac59","en","Eden404"
"fdd40b8d-6fea-49a6-830d-849dcb5dd96a","en","Take It Easy"
"cd2dec68-2dee-4b2f-aa6f-234f51f8e9e4","en","ElPsyCongroo"
"a497a50f-88dd-4b92-ab7c-8a42954f1efe","en","Assault Team"
"312f0d56-3866-4b48-83e1-ebea576c4dc0","en","Sunset Lullaby Kingdom"
"7e1e53a9-9d96-45b7-a339-4737a0423060","en","Martwa Grupa"
"2da0a741-1d96-423a-bf89-05cd77afed4c","en","AS"
"861f7c80-e67a-4b18-829b-78415c5d0bf6","en","Mumei Translations"
"7a8bed03-78a1-46e2-b105-bfa4b2b9ff5b","en","Leontrans6 Scanlations"
"7a8bed03-78a1-46e2-b105-bfa4b2b9ff5b","en","Leon990 Scanlations"
"685e33af-f8d5-4405-b117-76a804f69422","en",""
"66225e03-45cc-48db-ad6f-f03df8d79935","en","Dragon Voice Project"
"f7ffff55-44f9-409d-982c-c3c894e6c737","en","Manhwa.co"
"d4f8a3c1-e8c4-4afb-aad9-b373be5ecc75","en","0tt3r"
"3e677c5f-e5ac-4be7-847b-4367f9696c45","en","MrOGZ Translations"
"0c0b0f4c-5d3e-4abe-9d59-de9ac562848a","en","Hitsugaara"
"5a03822b-a197-4693-be61-874a675834f5","en","Kyodai Mang s"
"d9e87d1e-6cbc-4534-af16-aabf609247bb","en","SaltyPotatoesTrans"
"3cd3765a-c41f-4d18-8a47-9e59cc069287","en","Hanami"
"9d5bbdf2-5ac5-41db-86a2-1c3dcfe9be6b","en","Souten Scans"
"4a9abdbb-5bda-4da1-87e5-ac71a6490f3b","en","Kaidan no Chainsaw Man"
"fdad9851-164f-43fc-9ab0-25b8054c99ed","en","FLAME-SCANS"
"9e1917be-0bb6-4d5e-bdf3-23a437b000cc","en","cudbbetter"
"89fc00fa-4501-47a0-ac63-231ff739b65c","en","Just for Fun"
"104450c8-c694-4195-94e2-7ee8986709ec","en","Lilium Dragomir"
"01be4610-0060-409a-9156-edf37156cab9","en","G2Scans"
"396c08d3-ea0f-4c4f-9752-78a51ea5d080","en","Manga Romance Indonesia"
"dec9af12-9180-4410-9c0c-6a12cc02c6f8","en","Etshy Solo Scan"
"dec9af12-9180-4410-9c0c-6a12cc02c6f8","en","ESS"
"dec9af12-9180-4410-9c0c-6a12cc02c6f8","en","TLS"
"45c144f6-d5b2-49da-a422-534329f824b5","en","JDI"
"1da5ccc1-dad4-4252-807a-469411455aeb","en","Sinnamon Translator"
"7e2d54b9-23e2-44ff-8e0e-4d63a09f5f20","en","Suno Scans"
