"group_id","lang_code"
"4c61f119-aad3-4da2-9f9a-5826b279ada8","it"
"195b0f67-81b4-4b99-af7c-cda50a22de27","en"
"bb38ceed-9ac9-425f-bdf9-5f3bc8087d30","ta"
"39cac768-ff52-48f8-8235-f27006b60bd8","pl"
"de067fe7-8f9a-455a-82d1-4953a7dc1b0d","it"
"511fed58-3f8a-4f08-9a6b-4d81df0d5b3b","en"
"bf9991ca-0540-4f57-a60c-b58fd1e55028","pt-br"
"dabb2e98-e91e-496a-9e3e-f1aaa18273c3","en"
"b7f94ae6-b372-4f63-9f35-b96d479b4158","fr"
"ec0016de-e3f3-4ff1-9f8a-111cd2557d24","en"
"cbf88529-7dea-4d61-b865-f90c2d86b244","en"
"ee9eeaa2-4ea8-4a7d-81cb-77b45200fbb6","pl"
"0b70c0e7-891e-4b40-ba06-ffa49d131ac1","de"
"0b70c0e7-891e-4b40-ba06-ffa49d131ac1","en"
"9607c966-51e4-447a-89e0-812f7cf601c7","ru"
"2a055d46-ff28-4e02-8f1a-1e1db3271d37","fr"
"6f04b745-a2fb-4d3d-bd15-8cc344d8652b","en"
"077b47c5-59ae-4c69-b040-84b0407410a5","en"
"9fbf357d-f597-484f-b34c-6f2fc94bfa04","it"
"bdfb542d-d92b-4fbc-8806-d6e44a24d194","en"
"d508fb36-2a28-4030-b844-d54af0fcecce","id"
"d508fb36-2a28-4030-b844-d54af0fcecce","en"
"a59d2ad5-2b77-4b28-a406-581a2fd2a4bb","en"
"18181401-ddcb-4226-9534-94dcdf1b674f","en"
"7e38d567-620e-48af-b75a-461042229aaa","pt-br"
"6302bad8-be3f-4b96-8a16-29e4f768fa29","en"
"01e1034c-724d-4d41-b9c7-4da3c4a69342","es"
"6887ac65-19d5-4699-8a44-4d04f5f86b38","pt-br"
"456cb14d-5108-416b-ac13-153dbfe70a9f","pt-br"
"07bc72bb-933b-45b3-9d89-21b9ecd992cf","es"
"9c45e2d8-d60e-4c69-89d1-4cb59be4bea9","en"
"cbbcddf4-b9f5-4861-88e5-1851bd55d491","en"
"5b44a53c-03b5-4d10-9634-a9c947eacdd2","en"
"2d0b987c-17f7-47af-a595-279a45bc280e","en"
"196fc9c7-867b-404b-b248-294cd6dbbfe1","en"
"c2b73955-59d3-43c3-9623-27483a6764df","en"
"3f57c7a4-e1f1-4d06-8648-ff90fd12ed2e","es-la"
"3f57c7a4-e1f1-4d06-8648-ff90fd12ed2e","es"
"50dbd326-619a-4751-aeb3-da76f8b52688","pl"
"4f9b555a-c668-4660-baa1-710332004be9","ru"
"84321922-9ab5-426c-ab9e-5bc0cf5de8a6","en"
"bec18984-0b0a-443c-b6b0-12d2e600e57d","vi"
"b20137de-3290-49e4-a40b-9e80ec5b6c07","en"
"c3391db6-5a09-44d0-8062-1208eba9128e","ru"
"300c0cda-dfeb-44e5-89f4-20642fc0d983","ru"
"1296f28d-7888-4fcc-8861-93edb6c05e8c","en"
"4b189a7d-9648-4345-86c7-28f117bb963d","vi"
"452c3c18-1cc6-4281-99b8-4eb319f69395","en"
"2fd98fe6-6a27-4e78-8f7a-b265f8d8d7a0","en"
"1d09b179-9e90-4528-a0f2-b08dea3dbb50","en"
"48c417ea-94b6-475c-95d6-85393da896f8","id"
"6726bc01-abdb-44b1-a7fc-7b9137fc374b","en"
"e133ee8e-a06b-4091-93ac-455f5cdff72a","en"
"9435a79d-ea1b-49e7-a8c1-3fae18abc3bd","en"
"e58231df-4d2e-413b-8ae1-936cfd9aba9b","en"
"65f5cfb2-4809-42a5-941b-b16ec1b01416","id"
"e15234a6-2a59-40b2-9c23-511a7d9d739a","es-la"
"92360c94-cd49-4ce2-a1e6-2427c0178319","es-la"
"458b9ea2-049a-4850-84a0-f88116967508","en"
"e16b0a9f-f5fe-4777-b92b-e8faf6792b08","en"
"3b1ba62c-fb16-44f3-b4ad-785445556e1d","ru"
"f3eaeb44-957a-44ed-a536-96213a79ef76","fr"
"9cd90402-2428-47bc-bdfa-c35aa018c3f0","ru"
"ff8a5b00-931b-48e0-88d9-c2fbbefc45b4","pl"
"a0a16e2c-323a-4ad0-9f02-1ad3168ecd05","en"
"2976174b-e763-4207-a73c-5e9f39327d50","ru"
"4df73365-2287-4b02-927d-8287367186ff","en"
"39c9782c-1170-40cc-9389-1f39c688c2a1","en"
"eb426e8b-3a88-44f3-97d1-85841c3c0e2c","fr"
"1e66700a-2a4a-4d35-b2ba-81fd1557f3c8","en"
"2dbe571b-3c8f-49fa-9c93-db620284b2fb","de"
"a99a521d-9055-4d46-9163-c18102ab6ca9","es-la"
"92e37d30-4b97-4c56-8c34-4384287e49ac","en"
"4abbac83-c696-47e9-b82d-e6e94ed17806","en"
"4d4d129a-eac3-4d29-9615-6068191c27cc","en"
"84d7bb90-0f3c-43a2-b336-072db3d396f8","en"
"84d7bb90-0f3c-43a2-b336-072db3d396f8","id"
"c3641761-f968-4e5a-b789-d48245494324","th"
"50bf5116-aa75-4bc1-9d1e-fa58efd63dda","en"
"407b51b7-97bf-4663-ab8c-c88d4e23e63a","en"
"f4692615-3deb-41db-9a73-9edf9942342a","en"
"e62b19b7-e4a2-4119-a7c3-31b1c278ea59","en"
"e92c3308-d076-4804-be6d-8a75bd9526dc","en"
"0ee6b244-01c4-4ff3-87d5-3db7a25713d1","ru"
"07f79702-9021-4e51-b709-53c91384e406","pt-br"
"2d438669-3257-4f6e-b5e2-d6d53c807c06","en"
"8a678739-0a50-40c8-8afb-1c90ac58dee0","en"
"35dec0f4-8e6f-4014-9b7e-35a8d0b650a5","en"
"cb828383-b044-4a66-9d61-0d383109d15a","en"
"8c728edd-f259-4306-91ad-380d30f6d063","pt-br"
"8eb17131-580e-4c74-9ca9-23dc1ddb5ca6","es-la"
"18b9226c-1b77-4069-b052-faafb8789065","hu"
"e7e4bf9a-c3ef-47b9-87c0-a8df54c3789f","ru"
"c7651957-3127-47ef-8296-33edd2c06285","fr"
"317a5383-7f42-4fc7-843e-f5224caf183d","vi"
"ae8bc2ec-e022-4744-9bea-14edb8c3ed2b","pt-br"
"ce4ef148-1e9d-4faf-9dcd-43584e61e0b6","en"
"e85666f5-ca33-4fa4-80af-2852dd14e6b8","en"
"47d3cb89-8ae3-451e-b61c-de71083115de","en"
"45b97559-c399-4515-98ba-7c51f752ecfc","en"
"cb43f987-03e0-451c-96b5-5525dfbf14d6","it"
"2ae181fc-0318-41f5-96cc-323b0efbff42","pt-br"
"9dbe0262-0b92-4324-958c-5f3f9c05bebb","uk"
"1ed17caa-f332-4823-8c90-96895de50e98","pt-br"
"5a6bf2d4-df12-4b92-9b19-15a2ea427868","en"
"5edca013-193e-4a1b-999e-1b507cdbcac3","pt-br"
"0b398228-a0b7-4f4a-9224-daf9046894a7","en"
"f2b008a7-6cd5-4cda-a181-f6f32c1f973c","id"
"d16215c4-269f-4dbf-ba7d-634acb756d36","en"
"94f4592d-5394-46a0-aa1f-7d42df8e4575","it"
"402914a4-0cc7-481e-bb3a-11979f9767a1","fr"
"4c4edd60-2b18-4579-b080-fd9d7d020eea","en"
"847a696b-8375-432a-bcf6-8066b3b238c0","en"
"867c6dc5-0797-478b-ba73-d7f956ed4fdf","pt-br"
"adc64a72-c35c-4677-b4b4-d5009218b08c","vi"
"1bccfa1a-d606-44f6-a1a6-590a508177c5","en"
"ce001f43-b740-49ab-a77e-c8c229aa2fff","es-la"
"75ee75c8-9056-46ab-b983-f5f989acbdb6","ru"
"e0c3170e-9d23-4494-b20b-b7c5b8f521fb","ru"
"facba043-0637-41e1-815e-efa6b6de75a6","tr"
"5539158e-3551-46b6-adbe-db54188052d0","en"
"b597fd75-4a17-42e3-828d-db836088491a","en"
"2e3dc22b-ffaa-40f5-ad99-19628dfe13e1","en"
"2e3dc22b-ffaa-40f5-ad99-19628dfe13e1","es-la"
"4af05bf1-b7f6-460d-a3ee-770c84ccf083","id"
"ff77a8b8-41bb-415e-bfb5-592e8e5c8dbc","es-la"
"2bf4c238-033d-4605-9997-6c8b27e430a7","en"
"c54b699b-9664-4baa-a0a2-ef5d363d5c1c","en"
"5a421cdb-0cc3-437b-a01f-6ef172a3fcf5","ru"
"f33a23a4-cf77-42a0-aa90-dbae7a9e78d0","en"
"c8aa7be6-8cd4-4161-b522-586b78b31276","es-la"
"095e24be-ea7a-4713-8a95-3da4f97fa925","en"
"03190790-5944-43c1-aa31-aef7cc7fed92","pt-br"
"0a024510-1f88-4553-a745-65788cc3e763","ru"
"11630216-d4e9-4d09-8cc5-0d68fffac613","en"
"75242496-66e0-4a0e-8704-f79f2b8e66c1","en"
"3a9058c2-bcae-49ff-9251-16c198a3ac05","en"
"672c9a14-27c3-4cc0-9491-3d27a6eb5313","en"
"da30813b-c344-4f74-844b-220b16514d4d","es-la"
"d8c141e1-963e-4df9-a689-085479b98516","en"
"d8c141e1-963e-4df9-a689-085479b98516","es"
"a943da49-077a-420f-861b-f2b39144d3d1","es"
"a943da49-077a-420f-861b-f2b39144d3d1","es-la"
"0d575f24-bb2e-40ff-8d0a-49f17b83b536","en"
"8185801f-97d6-43c8-87d7-9be06c982b77","ar"
"11960b18-8c3e-4a99-ac3e-e54e25f80805","pt-br"
"11960b18-8c3e-4a99-ac3e-e54e25f80805","en"
"a3fc89fb-a5dc-40d7-a118-cc2838384aeb","en"
"7cadd179-c2af-48cd-8630-fc46fb4c18c3","ar"
"876270bc-ab7b-49fc-b7f6-59d2a9e5088d","en"
"740dc5b4-3c84-48b1-ba4b-3a717583d36c","en"
"26fd59b3-a99e-4f5b-881c-75220860b827","th"
"97db0cab-4894-49f5-9bf1-4579de635342","en"
"755c8061-c04e-4fc5-8999-0d8f9bc3e89c","pt-br"
"36cff886-3d16-46c5-9429-880f56740237","es"
"5bcad078-f199-465c-b3a7-6577d5424984","pt-br"
"7158420b-364b-4a8b-9166-ce776dc2a9e1","en"
"d966b20a-49dc-45c4-9b87-48a4f7b65128","en"
"3b4de0fa-6fda-4e4e-8e0c-9a256d685fca","uk"
"7d3a0e92-994e-47be-9662-ea112b165c91","en"
"1893c363-71a3-4abd-b08d-2e97750150a2","en"
"ab00eb0d-645a-41a2-b553-d4b7426cf995","en"
"ab00eb0d-645a-41a2-b553-d4b7426cf995","fr"
"0774019a-d4cc-48e3-a6ca-c9fd6cc5b6d6","pt-br"
"2f838316-273a-4cdf-a00b-c175e3676243","fr"
"f99cd260-c61d-4db6-a7d7-6e324093a864","vi"
"3bd9f4e6-0611-442d-b411-e95c915e4936","en"
"38a3dc43-5db8-4169-be25-2b64954608e8","en"
"43ef0567-d672-472b-908a-904547b58d52","fr"
"b312bed7-abd9-4d00-bbb8-150af1081fac","pt-br"
"0d62e5d1-f22d-4aac-8bee-cdc7922cc358","en"
"01cc40ea-a490-403b-a970-61a64e95f135","es-la"
"4bde690d-a57e-44df-98e3-d09ed9433225","en"
"6b0f8f79-b766-4c60-a124-8795f29f4230","es-la"
"09aec895-1af2-4f3c-aa0c-d6e481b7c07e","fr"
"da6b2455-0eca-4798-b888-5c6b90b2d8dc","en"
"2c8b6e41-cbb8-46d2-82fd-130e50c9ed84","en"
"06054b55-db3c-4810-9bd1-922d41a0daca","pt-br"
"46a2e870-889a-4994-9229-903f3a75a9d9","en"
"1837cd4d-74b2-4ff1-b210-5417fa296a5c","en"
"42c94a8a-0405-4c91-ae52-e06832c10501","it"
"a1fb1ce5-7899-42c0-a027-8733a8ca6811","en"
"03990edc-094e-4a02-976f-a08cf44f219a","en"
"0c9609db-bced-4240-9406-8b2f0807542d","en"
"6817f4fb-916e-49d7-9f6c-4ab8659a2736","ru"
"dfc041f8-ed44-4674-aff2-88dba8d85141","id"
"368dca74-746d-4093-bad1-3a959c93e6d1","ru"
"32605322-0184-4be9-b7d8-05489c8e50af","vi"
"43a13d2b-21d5-4453-ad78-cba547b7e879","en"
"bcc16e03-2789-402e-b004-7afe46c04d39","en"
"8b82ffe9-aae4-4af2-8a36-efe4526774d3","en"
"e93ec7aa-187d-4afa-b3c2-214189c16dff","es-la"
"92bb10d3-0b3a-490d-8ce7-16a586267072","en"
"58692d70-91ee-485d-a101-052ffe991dda","id"
"39aaf508-1dff-41bf-a513-740d9ded6047","th"
"11f6d651-6623-4f08-bf09-ca99d847a176","en"
"df21b6a6-6b9f-4076-bd2f-af9d75f3c2ab","ru"
"55b4ce45-ace6-40ed-bc9d-7b80b8a504dc","ru"
"4727c96a-880d-4c9c-a5aa-d8a6f46ced8d","vi"
"c370c82b-5064-45c0-bfc4-cc2fff50f2b1","en"
"b827ff44-a132-4318-8fc4-d3c6ed366c41","en"
"fb39fbec-0a57-4dad-b522-c8af9e7ea8a2","en"
"fb39fbec-0a57-4dad-b522-c8af9e7ea8a2","pt-br"
"fb174c5b-98aa-4eec-a9a2-f9f5edc32f13","en"
"2c01b2b1-b917-49d9-bbee-4038f4971101","zh-hk"
"bac41d19-7ded-4784-8e09-abd268fec4b6","en"
"9a672ab6-f056-4358-9306-ab95c79b0741","en"
"f0fe7bda-c88d-4bed-9bab-d9621eaa95ae","pt-br"
"af65259b-d2f3-4354-bed1-2c482be6f680","en"
"0bcdde42-1b8b-4d2f-a204-c2d04d4872fb","ru"
"8c38c8bb-3ec0-4f92-9ed4-a0bbda4a2d4f","ru"
"c9e6b273-d33c-40f7-8f6f-559c9e511bef","en"
"0c671d36-8e26-4fc6-a4c7-51050f8d17a5","en"
"c430bc70-c035-46f3-b7f5-567585999e92","en"
"5ff64abe-283c-477e-8c8f-65f210de8435","pt-br"
"9fff6845-4ab0-4df3-87a4-e58b4f1ebd9a","pt-br"
"d73f03be-d300-4e1f-94bc-5aeb0dc17d41","es-la"
"d6e885bd-b83a-428d-acec-deddeb36503b","fr"
"2c81a9ec-fd6c-4564-9571-7789a3237efd","en"
"aafac668-08f5-41ca-9880-f68c6454df41","id"
"075e5b8f-59af-4b69-a589-52d6ef74070b","en"
"0424e83a-d91d-4fae-804f-0b0c79d20ece","en"
"768c877f-e7f2-4a19-97bc-3879687da5ad","es-la"
"fb840ed6-dd0c-4f02-97f2-201d65085632","en"
"c0e2477d-e797-4950-a5b8-852b420594f1","pl"
"dbbaca3c-9116-46f6-99b2-33f906eff402","es-la"
"c5852c78-6c9b-4620-a6fa-65fc17c6f98a","vi"
"08b30d95-bfd3-4d20-b449-e20a50c36fff","ru"
"fedb2e76-252f-4859-8193-68a77b90f624","en"
"155d7139-8d9a-49eb-bceb-d5e26db08b72","en"
"b3a9b69a-f462-4b33-8efc-dcd6869f89ac","es-la"
"c94ed8ab-8041-4fb8-80e8-80ab3afe229d","en"
"25444937-3129-4bcb-ab56-783325ac4d42","en"
"a26cb174-b589-47c2-8243-4bbea9b2cc59","en"
"0d0f6752-f3d0-4db8-8cc7-73796f3927dd","en"
"8d92ddad-4caa-4326-9311-f5286d7a735b","en"
"6f747d68-f3f1-4840-b4fc-bd3bf1dd282a","pl"
"996d8a62-dfd8-4410-b4ed-f77d73bde52c","es-la"
"2a16dfe0-0aba-441c-9da9-5d477ba1edab","en"
"7417a9df-815e-46ee-8ece-3a5f2118fdb9","en"
"6f86c4ce-1e4e-458c-b229-e4ef9bc9d1b9","en"
"e1292a23-26b6-4681-8fd8-ee9ff2f26c57","vi"
"29926deb-a40b-4eb1-b352-81f17add44fb","pt-br"
"c9b12c39-37f5-40cf-89d4-a1e50c391c57","en"
"9689f231-f480-47be-a166-634277e1ebce","uk"
"f1fa2811-4eef-457c-9987-31b0aeb7fbc9","en"
"ab244445-e968-4432-a0d3-4dc0a0021683","vi"
"3f0921ac-233f-438c-ac82-4f615235f200","pt-br"
"050239e8-4c44-4eb8-a5ba-1956dd6ab6b8","en"
"050239e8-4c44-4eb8-a5ba-1956dd6ab6b8","pt-br"
"dde75142-c1bd-4880-87fb-622ef8ff8688","en"
"b3a5f6d7-67be-4bb5-ad5a-b7e239586a85","pl"
"36879346-4ccd-428a-9076-8ea27065c42b","en"
"3f12f7e0-5061-4eb8-99ce-a58d5e39ac32","fr"
"bfa0d803-a805-4e2d-9b87-39ddcca8d192","en"
"6d3904ce-8cea-43c7-9289-8266997e431f","en"
"99660e90-56ad-4f4a-b2bd-1ca2cd77ae7c","en"
"e4820c8f-f5a7-46da-9e37-53bef492c156","en"
"fc70cc46-f766-4170-8a1e-d5de1c7f0748","pl"
"5b32be82-6bc6-4654-9dbc-33a31401bbd0","be"
"976d1684-1cdb-4cf8-9f0c-3e3c85170f6b","en"
"6637e311-44c8-4b7c-8d02-dcbcdbd973d0","ru"
"2184f123-bda1-42ac-8f9f-0f2cd9ad6ee7","en"
"ff27e74a-62c5-471c-b405-311c98e5ea5f","en"
"e75dac6a-80b0-4bf0-8448-e0dffe23e759","pl"
"c236e525-e38f-4fa5-86a8-dd23a6771d63","en"
"7cfd7e0f-634f-4876-b454-c4f09ff1d46b","id"
"4d71ed15-9a71-42e0-a0bd-4a8561d71753","ru"
"7fc8a67d-0151-4058-bdba-025a64fb0a25","ru"
"b3bb14d3-8299-490f-8ae1-73e08d91131c","pt-br"
"dd29c91f-f82e-44f7-955a-cdbe296a7a23","en"
"4aa60c73-4904-41e8-b723-96d6adf3e6af","en"
"615e4f27-f29c-489e-b6df-fb1baf48ae0f","en"
"ea54692f-a102-4836-b591-585cc2678ef1","en"
"56d19f79-fd13-48aa-9e04-606c5677a68f","en"
"76d93e85-9c19-42c5-9b21-0315020cba1c","ru"
"b92f3d2f-172a-431a-91ec-7db8c46401d0","en"
"4d3a75ba-113e-445a-9a57-19c21b251d25","pt-br"
"41d25f11-9813-4791-ae1a-1ac15561b313","en"
"87b42f3b-7b97-4f32-aa07-14c49a5ad3ba","en"
"e531ba49-ca64-43dc-b384-c2325b23d985","es"
"4ea2f238-8961-47d8-b18f-9d883408c06f","pt-br"
"4e06fdfd-b43a-42ee-9f03-3a98acb77f57","tr"
"533a90a0-5d38-4109-a8a4-1ba90663a3bd","en"
"97d6c7c7-dcd2-4ed2-8536-a570a3c2bc7d","en"
"e406c214-bff9-40b9-a2eb-de7b5025847a","pt-br"
"e72cce9d-fc65-4286-956a-125f894d39d3","es-la"
"0ec13b7f-34ee-4d17-9107-0d20752f0bf9","ru"
"d36154ca-808c-4552-8bf7-c6310b727c71","pt-br"
"f405bf93-6be7-4580-aa2e-1454d8c13634","ru"
"6780ec25-3125-4ec4-a382-c045dc1ab539","tr"
"3c85c015-9b5e-46aa-8d1b-9973c0b5a371","en"
"b2291052-caf3-453f-bac9-e36b7ce3998f","pl"
"67153b46-413c-4ea3-afe7-8a6bfdc0b57a","ar"
"3d5deff3-8a96-45e8-9b31-93e60f72df18","pl"
"75f34e8c-f112-431b-b7e8-30e29f9e0627","uk"
"05886505-10b1-4860-af43-a03c7f226fea","vi"
"a11b8510-c9ce-46b7-9958-3f2e6304276f","en"
"e94b9da2-19f9-4b67-b0ed-279c24e666ff","en"
"7f0c950f-d485-47c2-9b93-b667bc8208eb","uk"
"f0af50cd-940e-451a-bc25-028f2ac9b8e1","es-la"
"f0af50cd-940e-451a-bc25-028f2ac9b8e1","es"
"0337f125-8ef8-4e61-b4ee-6fa32aa659f7","bn"
"0337f125-8ef8-4e61-b4ee-6fa32aa659f7","en"
"b7939a4f-2e5a-4cdc-9af3-c2cb5417a79f","en"
"6e420c7b-e5aa-4e0b-9da5-401f398bb8ab","en"
"363a9a6f-1853-4c5f-a623-c37f4d7ace6f","fr"
"48cffa4b-2875-412a-9ca1-55e3da8b15cc","en"
"2fe004ad-c25b-4928-99ba-3fe899a68007","it"
"a204b67a-b876-4c15-a671-df1d663ebbe6","ru"
"04783296-984b-4e93-8013-7a5d0c8c9ba8","es-la"
"c62e9ead-4ea3-41cf-b7a9-fd2b8e862e71","en"
"a8ba8328-692a-4723-ab9e-df02abc0251c","pt-br"
"db9606ff-a9f1-4277-a909-b86e7e7d7ff3","en"
"6e38f7fb-5419-4a2a-b36e-fc0f922a20ee","en"
"69f4a9c1-51c5-482f-904f-a1744dad7678","en"
"269b4aeb-d664-4585-8bc7-2792885ebdf7","en"
"34035928-4767-482b-8828-2291dbe4a4e8","en"
"f6a33a1f-1730-4155-b9be-323f3e1e16d0","id"
"f645670e-f0c6-4b2c-985c-3e3ceec905ec","id"
"ca43fcbd-521b-47e3-b44a-cb73f737e164","ru"
"4720d000-10fb-44c7-acad-017519771b33","pl"
"8e267649-1185-4df8-b2df-e88807094293","tr"
"776ab8a2-92c1-4b46-8edc-216112d58252","hu"
"e57ea181-2dc1-4b4e-857f-35407f1160ef","en"
"e57ea181-2dc1-4b4e-857f-35407f1160ef","es"
"9598d660-d760-4b0c-8857-8e9a0770caeb","pt-br"
"296e05cd-5cfa-46f3-b317-83595135e5d6","ar"
"46be9631-3c01-4ddb-8821-ff43ea0c379d","pt-br"
"bd020884-958b-410d-a556-8a3d9b938ba7","en"
"50b20222-9c53-4e39-9b55-3ea666741cdd","pt-br"
"fd735a3c-7145-4221-ad55-8407e23ed08a","es"
"c4bff1f9-8543-4755-b340-a580d3b7151c","en"
"cf84a92d-1c66-453a-9081-d8f1c886ab98","en"
"1f9b757e-122d-47e2-9b88-87c839fccc87","hu"
"1726b58d-7347-43b9-b614-c3ada8e54633","pt-br"
"7b3171b7-a85c-434a-9d61-c6dfb2d22c67","en"
"19253345-5c56-4043-be5c-ea0fa4d797c3","en"
"d8763bce-6169-4f7b-9120-50917936b0d6","fr"
"82fb5331-af26-4c66-a55e-f029971d38dc","en"
"d800f059-7d88-48cd-8782-b416866770cd","ru"
"11dd905d-5f0c-4a84-8ada-e723daec7d6b","id"
"37e54917-09be-4bb2-9f16-05f9e0412114","en"
"19f9360d-4b64-43d8-bcb7-c31111a4d3d5","en"
"8797da40-daed-4f69-bc97-9558c7db811e","en"
"0616631a-1770-442b-b478-3440722c9367","fr"
"e5cecd13-83f0-4e56-910b-bd3e71d417aa","fr"
"fc386d31-d0fa-4d2c-b162-16ad8359285b","fr"
"332c5876-fc6f-4ddf-8972-7c58472f3eb0","en"
"440a2286-0074-4b1c-ab7b-c0531e1edbfb","en"
"9f760eee-6ecc-4bff-969c-9bf24dbc1737","ru"
"da26124a-d5a3-4e48-bea0-d2415df9825e","en"
"82e0311b-1ae6-46f4-8781-1bc1bfc64c1d","en"
"4684b2f5-9e2a-4dcf-9147-1be92160a2ce","en"
"cbac3dc2-538d-48fd-8497-f087528e27d4","tr"
"35bbf97a-00a8-4fbd-b4d0-9721f198895b","ru"
"0942e020-936c-450f-9193-2f427a2b27c1","en"
"038c90f4-883b-4504-81f2-2476ab70b457","ru"
"f8f2596d-523e-4dca-9409-ab79d793d4bd","en"
"12232d2e-ea29-4947-8307-35ae251933bd","id"
"831f42a0-4b20-4e31-8188-e6a70b0728bb","ru"
"9074a65b-ca2b-4c4d-bce2-8fe49cbbc142","pt-br"
"d135d5c3-da12-477e-b32b-cf3ef93292bf","es-la"
"182f8173-ba5c-4fa2-b4e2-40d8235142e0","pt-br"
"c12772f9-3458-40d5-bfc2-e57ef7988a50","en"
"b3b381c5-79a9-4547-8193-9bcb69eeebcb","en"
"d9e17106-15c8-474f-95b7-0fec341ff6dd","en"
"b926bcfa-1a96-4ece-83bb-9f2d388dbc8d","ru"
"e8d40298-df04-4807-ac30-edb67a33131a","en"
"17ff950b-e9e9-4642-91e9-ae062c79a4cf","en"
"b6ccc92a-1a1d-4754-9779-70952473c582","en"
"b0489649-dd24-43b1-bc23-654c2cbb2d13","fa"
"1b5dc986-fe3b-4e3c-92da-0f7c4289e04c","es-la"
"9c9dcc0a-4cdb-4137-817c-8df8f7f06bc1","de"
"9c9dcc0a-4cdb-4137-817c-8df8f7f06bc1","en"
"aa7ef447-c071-443d-b864-2327e8d67c10","en"
"0aeaae79-66a2-4e7b-ab3a-63b967f4d80a","es-la"
"a6c50173-6098-4ced-b3bb-074ca3ce2e4b","en"
"61c49381-2f28-4256-ba8e-4fb00930ca7c","id"
"81769149-af74-4bac-a135-34169d8d34f2","it"
"36160895-1e00-4105-9d55-69b2036d2645","en"
"ffaea7ff-34c5-4db7-983b-437875fad852","es-la"
"d90fa75f-b24e-4db5-8528-2da63990441e","en"
"4c36eb9c-c2ea-4006-9ea9-71db2b1167c2","es-la"
"1cd31a8b-4c40-473d-9e58-c604d537c06a","pt-br"
"8b812c1b-0f23-4caf-8e5c-10e01f8aed4c","en"
"a89b3dbf-ae6e-43d6-8309-ff7cc48d5541","en"
"7db31def-7a2b-4a70-ac55-253b28d0aef8","en"
"4f073674-6cf1-43b7-9e96-59978f48a2f8","en"
"2e738d38-1167-42a7-995c-eefccd204a42","es-la"
"36622ccf-80e5-432e-9432-7e3b27218998","en"
"86476bb9-4b9d-453b-a3e1-354abbd82d49","en"
"cea10904-b1da-4d1b-9994-6186030df41d","en"
"65ff365c-f2fc-4dff-b0b7-bb3554d06383","es-la"
"61dfe67f-8c41-4704-aabe-633a7835c6ad","pt-br"
"5fd40903-6b9e-4716-923c-99566a68a676","id"
"65b6921c-f562-4d63-a069-9045030e2147","uk"
"65b6921c-f562-4d63-a069-9045030e2147","ru"
"af38fd6c-da09-4cf0-8e85-9630fc3fd134","en"
"28bd78dd-957d-4c1e-a198-bc493615e47f","en"
"36208f58-8e7e-4ce5-b90b-75ff75dc105c","en"
"3001551e-d075-4cc2-a0f0-5fddd9179755","en"
"5569ba83-f13e-4fa6-a816-a1b9bd4d9d34","en"
"1d1bf070-9e6d-490c-b20b-e69c06964338","fr"
"89c42b06-389e-492e-a76f-6964b7fb3b6d","pt-br"
"abb90219-bdca-432d-884c-7ba761ec298e","en"
"ec4d5702-009f-4a5e-bed0-23229e860191","ru"
"bc4f99d9-ca7c-4124-8d7f-e74e768c7dc9","en"
"d4af1031-00a0-4521-a35b-1956f188f502","en"
"8d991512-4ba6-42db-a661-b4688e9bf5cf","ru"
"3e417af1-0851-4a88-9a5d-c1ad85f3eabf","en"
"c8cfdce9-7bda-4545-955c-efbdd9a6e316","en"
"93b9473f-81ce-48fd-8e98-c0758d6a3124","es"
"0e4a0dff-839b-41a7-bb3a-a869ac18c5b7","en"
"d94ed961-cc9e-4eec-9374-de20312aafcb","tl"
"0a34376a-64b6-4377-b63f-fd79bd3cc25f","en"
"18b7b0d8-a2ed-4ecc-b86c-8c7915a4f69e","en"
"49c08636-a37e-4d4b-a8fa-3f03b1fd58f3","pt-br"
"53264bc7-392d-4c1d-91a6-1b1c745b8add","pl"
"4c038de5-2c6a-45ed-8dab-8de43da97101","fr"
"f3c5259f-217c-48c3-ba0c-40983ec1667c","en"
"d13592a6-f969-4551-9dbe-ba386d981f1c","pt-br"
"6f9935f5-7965-4bf5-a75e-8a0e61f12f05","en"
"ee9b1365-0000-4575-a59a-b35ddd024988","en"
"07207e64-6d45-4022-a608-ca003dfa7888","pt-br"
"57145675-d76f-4ea4-8414-e0a96e7a439e","en"
"4b52ed22-c033-44c9-9246-da255825c60f","en"
"2412a267-d110-453c-bcbc-c27c05741ce2","ru"
"4a3b7e40-506d-447c-a2a4-dea865943776","pl"
"a9afa1c2-862a-4178-bbfb-e29877bd38e4","ru"
"507493fb-67ae-464b-a4d5-6200cf366092","pt-br"
"bc8de039-a864-4055-9d75-0a9673e61fca","ru"
"c77f70b3-5a5f-435e-8132-d55fb3f107d7","en"
"cc3a681b-ac21-428a-9331-4db97aa5e06f","en"
"69d658b6-a4ba-4590-91c1-5b3d3210a42b","ru"
"13e72290-2b18-4d97-85ce-bd963f71c88d","en"
"0139702f-483b-431e-b9ec-eef66653f7d7","en"
"63354d61-304d-4097-a95a-12203a35fec3","en"
"1e28bae7-b993-4d4c-838b-19c792e0fbc8","en"
"e2aaa790-475d-4c18-8e2c-1c75c2548e0e","pt-br"
"6a818a08-39ab-4196-a842-e422af3421bb","en"
"e770719f-3882-464a-b80d-31d2ae8caeac","pt-br"
